baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,unique_ID,NCBI.ID,Description,unique_to_sorghum,diffexpressed
34.11963302,2.517097583,0.56720258,4.437740011,9.09E-06,0.000457407,"XM_002443755.2~Sobic.007G025900.1~lysine histidine transporter 2 (LOC8066133), mRNA",XM_002443755.2,"lysine histidine transporter 2 (LOC8066133), mRNA",0.7,UP
69.88477764,1.518296261,0.304472395,4.986646692,6.14E-07,4.45E-05,"XM_002444073.2~Sobic.007G092400.1~lysine histidine transporter 2 (LOC8073263), mRNA",XM_002444073.2,"lysine histidine transporter 2 (LOC8073263), mRNA",0.7,UP
40.62083071,1.540740853,0.491873079,3.13239516,0.001733863,0.037099314,"XM_002451183.2~Sobic.005G206500.1~magnesium/proton exchanger 1 (LOC8070185), mRNA",XM_002451183.2,"magnesium/proton exchanger 1 (LOC8070185), mRNA",0.7,UP
99.47883827,2.864113141,0.434712883,6.588516814,4.44E-11,7.23E-09,"XM_002447269.2~Sobic.006G264900.1~magnesium-chelatase subunit ChlH, chloroplastic (LOC8085857), mRNA",XM_002447269.2,"magnesium-chelatase subunit ChlH, chloroplastic (LOC8085857), mRNA",0.7,UP
26.69467615,3.214970472,0.630305364,5.100655419,3.38E-07,2.70E-05,"XM_002442838.2~Sobic.008G051000.1~magnesium-chelatase subunit ChlI, chloroplastic (LOC8079870), mRNA",XM_002442838.2,"magnesium-chelatase subunit ChlI, chloroplastic (LOC8079870), mRNA",0.7,UP
330.2830658,1.916409997,0.318739164,6.012471046,1.83E-09,2.21E-07,"XM_002457610.2~Sobic.003G132100.1~magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase, chloroplastic (LOC8074544), mRNA",XM_002457610.2,"magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase, chloroplastic (LOC8074544), mRNA",0.7,UP
81.95460697,2.94751887,0.512722952,5.748755464,8.99E-09,1.00E-06,"XM_002445625.2~Sobic.007G166300.1~malate dehydrogenase [NADP] 1, chloroplastic (LOC8057802), mRNA",XM_002445625.2,"malate dehydrogenase [NADP] 1, chloroplastic (LOC8057802), mRNA",0.7,UP
51.88641962,1.555773424,0.339183891,4.58681401,4.50E-06,0.000246628,"XM_002452818.2~Sobic.004G304800.1~membrane steroid-binding protein 1 (LOC8075181), mRNA",XM_002452818.2,"membrane steroid-binding protein 1 (LOC8075181), mRNA",0.7,UP
82.81402578,1.216180859,0.309666094,3.927394315,8.59E-05,0.00304339,"XM_021457205.1~Sobic.003G349200.1~metal tolerance protein 5 (LOC8057771), transcript variant X2, mRNA",XM_021457205.1,"metal tolerance protein 5 (LOC8057771), transcript variant X2, mRNA",0.7,UP
22.97685857,2.774679971,0.570448996,4.864028145,1.15E-06,7.83E-05,"XM_021447829.1~Sobic.009G140300.1~MLO-like protein 1 (LOC8054974), transcript variant X2, mRNA",XM_021447829.1,"MLO-like protein 1 (LOC8054974), transcript variant X2, mRNA",0.7,UP
12.06405135,7.069620548,1.361286255,5.193338668,2.07E-07,1.73E-05,"XM_002441062.2~Sobic.009G140000.1~MLO-like protein 1 (LOC8076967), mRNA",XM_002441062.2,"MLO-like protein 1 (LOC8076967), mRNA",0.7,UP
38.31192736,4.828345237,0.597948023,8.07485777,6.76E-16,2.08E-13,"XM_002463302.2~Sobic.002G407700.1~momilactone A synthase (LOC8073978), mRNA",XM_002463302.2,"momilactone A synthase (LOC8073978), mRNA",0.7,UP
360.07273,0.887414827,0.182445233,4.864006654,1.15E-06,7.83E-05,"XM_021456962.1~Sobic.003G319700.1~NAD(P)H dehydrogenase (quinone) FQR1-like (LOC110433905), mRNA",XM_021456962.1,"NAD(P)H dehydrogenase (quinone) FQR1-like (LOC110433905), mRNA",0.7,UP
57.46986422,2.474082925,0.430744342,5.743738652,9.26E-09,1.02E-06,"XM_002462321.2~Sobic.002G198600.1~NAD(P)H-quinone oxidoreductase subunit L, chloroplastic (LOC8060234), mRNA",XM_002462321.2,"NAD(P)H-quinone oxidoreductase subunit L, chloroplastic (LOC8060234), mRNA",0.7,UP
8.623975868,3.26466985,0.91030437,3.586349751,0.000335339,0.009517899,"XM_002446819.2~Sobic.006G162200.1~NAD(P)H-quinone oxidoreductase subunit M, chloroplastic (LOC8083329), mRNA",XM_002446819.2,"NAD(P)H-quinone oxidoreductase subunit M, chloroplastic (LOC8083329), mRNA",0.7,UP
32.90888799,5.032539787,0.779555801,6.455650487,1.08E-10,1.63E-08,"XM_002458823.2~Sobic.003G378600.1~NAD(P)H-quinone oxidoreductase subunit N, chloroplastic (LOC8063139), mRNA",XM_002458823.2,"NAD(P)H-quinone oxidoreductase subunit N, chloroplastic (LOC8063139), mRNA",0.7,UP
32.52847825,4.246491137,0.583721563,7.274857413,3.47E-13,7.20E-11,"XM_002449329.2~Sobic.005G101300.1~NAD(P)H-quinone oxidoreductase subunit T, chloroplastic (LOC8071698), mRNA",XM_002449329.2,"NAD(P)H-quinone oxidoreductase subunit T, chloroplastic (LOC8071698), mRNA",0.7,UP
8.62559294,3.265009292,0.929998111,3.510769811,0.000446811,0.012222161,"XM_002443165.2~Sobic.008G102000.1~NAD(P)H-quinone oxidoreductase subunit U, chloroplastic (LOC8064093), mRNA",XM_002443165.2,"NAD(P)H-quinone oxidoreductase subunit U, chloroplastic (LOC8064093), mRNA",0.7,UP
70.76090213,1.327264446,0.305393231,4.34608338,1.39E-05,0.00064821,"XM_002444445.2~Sobic.007G153900.1~nitrate reductase [NADH] (LOC8083522), mRNA",XM_002444445.2,"nitrate reductase [NADH] (LOC8083522), mRNA",0.7,UP
455.9777334,2.009961669,0.474321044,4.237555335,2.26E-05,0.000974533,"XM_002442729.2~Sobic.008G030700.1~non-specific lipid-transfer protein (LOC8067182), mRNA",XM_002442729.2,"non-specific lipid-transfer protein (LOC8067182), mRNA",0.7,UP
11.03627459,5.957619729,1.324923077,4.496577825,6.91E-06,0.000359437,"XM_021450883.1~Sobic.001G435500.1~nuclear transcription factor Y subunit C-2-like (LOC110431645), transcript variant X1, mRNA",XM_021450883.1,"nuclear transcription factor Y subunit C-2-like (LOC110431645), transcript variant X1, mRNA",0.7,UP
737.7428995,0.828268101,0.163569508,5.063707222,4.11E-07,3.18E-05,"XM_002462833.2~Sobic.002G306900.1~nucleoside diphosphate kinase 1 (LOC8080696), mRNA",XM_002462833.2,"nucleoside diphosphate kinase 1 (LOC8080696), mRNA",0.7,UP
44.45609216,5.479281102,0.811587796,6.75131037,1.47E-11,2.61E-09,"XM_002444638.2~Sobic.007G190200.3~nucleotide pyrophosphatase/phosphodiesterase (LOC8060935), transcript variant X2, mRNA",XM_002444638.2,"nucleotide pyrophosphatase/phosphodiesterase (LOC8060935), transcript variant X2, mRNA",0.7,UP
19.67099195,1.530417482,0.487779052,3.137521947,0.001703825,0.036612533,"XM_002446842.2~Sobic.006G168300.1~nudix hydrolase 8 (LOC8083352), mRNA",XM_002446842.2,"nudix hydrolase 8 (LOC8083352), mRNA",0.7,UP
84.13984414,1.339508671,0.343359987,3.90117871,9.57E-05,0.003323005,"XM_002465373.2~Sobic.001G407600.1~omega-3 fatty acid desaturase, chloroplastic (LOC8084033), mRNA",XM_002465373.2,"omega-3 fatty acid desaturase, chloroplastic (LOC8084033), mRNA",0.7,UP
527.603526,2.652515284,0.251588474,10.54307157,5.47E-26,3.78E-23,"XM_021449391.1~Sobic.010G241000.1~oxygen-evolving enhancer protein 1, chloroplastic (LOC110430997), mRNA",XM_021449391.1,"oxygen-evolving enhancer protein 1, chloroplastic (LOC110430997), mRNA",0.7,UP
398.5661134,2.535235867,0.314453708,8.062350047,7.48E-16,2.26E-13,"XM_002461393.2~Sobic.002G030200.1~oxygen-evolving enhancer protein 2, chloroplastic (LOC8079911), mRNA",XM_002461393.2,"oxygen-evolving enhancer protein 2, chloroplastic (LOC8079911), mRNA",0.7,UP
42.98012014,3.194923562,0.520609706,6.136888203,8.42E-10,1.07E-07,"XM_021454376.1~Sobic.002G329600.1~oxygen-evolving enhancer protein 3-1, chloroplastic (LOC8081712), mRNA",XM_021454376.1,"oxygen-evolving enhancer protein 3-1, chloroplastic (LOC8081712), mRNA",0.7,UP
8.992168325,5.657277541,1.325682901,4.267443999,1.98E-05,0.000866235,"XM_021455099.1~Sobic.003G150600.1~pectin acetylesterase 3-like (LOC110433292), transcript variant X2, mRNA",XM_021455099.1,"pectin acetylesterase 3-like (LOC110433292), transcript variant X2, mRNA",0.7,UP
14.70677164,3.176616,0.65010151,4.88633844,1.03E-06,7.14E-05,"XM_021463165.1~Sobic.006G191500.1~pentatricopeptide repeat-containing protein At5g13770, chloroplastic (LOC110436337), mRNA",XM_021463165.1,"pentatricopeptide repeat-containing protein At5g13770, chloroplastic (LOC110436337), mRNA",0.7,UP
14.37805147,3.326192123,0.698093238,4.764681764,1.89E-06,0.000119375,"XM_002448019.2~Sobic.006G123500.1~peptide methionine sulfoxide reductase A2-1 (LOC8058738), mRNA",XM_002448019.2,"peptide methionine sulfoxide reductase A2-1 (LOC8058738), mRNA",0.7,UP
120.5414461,1.483845063,0.221221195,6.707517627,1.98E-11,3.35E-09,"XM_002467431.2~Sobic.001G295300.1~peptide methionine sulfoxide reductase A4, chloroplastic (LOC8058067), mRNA",XM_002467431.2,"peptide methionine sulfoxide reductase A4, chloroplastic (LOC8058067), mRNA",0.7,UP
38.63987999,2.392608153,0.483631013,4.947176856,7.53E-07,5.34E-05,"XM_002444226.2~Sobic.007G116950.1~peptidyl-prolyl cis-trans isomerase, chloroplastic (LOC8070008), mRNA",XM_002444226.2,"peptidyl-prolyl cis-trans isomerase, chloroplastic (LOC8070008), mRNA",0.7,UP
4.743398808,4.711715073,1.511336176,3.117582407,0.00182341,0.038765549,"XM_021462226.1~Sobic.006G213700.1~peroxisomal 2,4-dienoyl-CoA reductase (LOC8063963), transcript variant X3, mRNA",XM_021462226.1,"peroxisomal 2,4-dienoyl-CoA reductase (LOC8063963), transcript variant X3, mRNA",0.7,UP
86.90053093,2.175875992,0.33491126,6.496873212,8.20E-11,1.28E-08,"XM_002465935.2~Sobic.001G531500.1~peroxisomal membrane protein 11-1 (LOC8077994), transcript variant X1, mRNA",XM_002465935.2,"peroxisomal membrane protein 11-1 (LOC8077994), transcript variant X1, mRNA",0.7,UP
113.1179476,5.006392823,0.438736928,11.4109219,3.69E-30,4.08E-27,"XM_021463789.1~Sobic.001G005200.4~PGR5-like protein 1B, chloroplastic (LOC110436541), mRNA",XM_021463789.1,"PGR5-like protein 1B, chloroplastic (LOC110436541), mRNA",0.7,UP
42.46865919,1.278070051,0.366855238,3.483853903,0.000494249,0.013214998,"XM_002454157.2~Sobic.004G220600.2~phenylalanine ammonia-lyase (LOC8066169), mRNA",XM_002454157.2,"phenylalanine ammonia-lyase (LOC8066169), mRNA",0.7,UP
160.1819883,8.940032826,1.221784154,7.317194939,2.53E-13,5.76E-11,"XM_002438476.2~Sobic.010G160700.1~phosphoenolpyruvate carboxylase 3 (LOC8058886), mRNA",XM_002438476.2,"phosphoenolpyruvate carboxylase 3 (LOC8058886), mRNA",0.7,UP
22.30964284,1.436907547,0.425993875,3.373070906,0.000743348,0.018672544,"XM_002457220.2~Sobic.003G050800.1~phosphoenolpyruvate/phosphate translocator 3, chloroplastic (LOC8078480), mRNA",XM_002457220.2,"phosphoenolpyruvate/phosphate translocator 3, chloroplastic (LOC8078480), mRNA",0.7,UP
45.05581967,1.767248801,0.418831735,4.219472056,2.45E-05,0.001050622,"XM_002458121.2~Sobic.003G222500.1~phosphoglucomutase, chloroplastic (LOC8084835), mRNA",XM_002458121.2,"phosphoglucomutase, chloroplastic (LOC8084835), mRNA",0.7,UP
111.425192,3.256822676,0.460141479,7.077872397,1.46E-12,2.86E-10,"XM_002441268.2~Sobic.009G183700.1~phosphoglycerate kinase, chloroplastic (LOC8077052), mRNA",XM_002441268.2,"phosphoglycerate kinase, chloroplastic (LOC8077052), mRNA",0.7,UP
454.3273098,0.701212341,0.174252322,4.024120499,5.72E-05,0.002158758,"XM_021460520.1~Sobic.004G055200.1~phosphoglycerate kinase, cytosolic-like (LOC110435132), mRNA",XM_021460520.1,"phosphoglycerate kinase, cytosolic-like (LOC110435132), mRNA",0.7,UP
328.2900143,4.866161078,0.422657027,11.51326197,1.13E-30,1.34E-27,"XM_021458168.1~Sobic.004G272100.1~phosphoribulokinase, chloroplastic (LOC110434320), mRNA",XM_021458168.1,"phosphoribulokinase, chloroplastic (LOC110434320), mRNA",0.7,UP
75.7236517,3.025692029,0.473062767,6.395963156,1.60E-10,2.34E-08,"XM_021449938.1~Sobic.001G415400.1~photosynthetic NDH subunit of lumenal location 1, chloroplastic (LOC110431204), mRNA",XM_021449938.1,"photosynthetic NDH subunit of lumenal location 1, chloroplastic (LOC110431204), mRNA",0.7,UP
7.445510868,3.381364911,1.03402614,3.270096162,0.001075109,0.025356697,"XM_021460010.1~Sobic.004G234200.4~photosynthetic NDH subunit of lumenal location 4, chloroplastic-like (LOC110434943), mRNA",XM_021460010.1,"photosynthetic NDH subunit of lumenal location 4, chloroplastic-like (LOC110434943), mRNA",0.7,UP
172.0254421,0.95835808,0.297516246,3.221195791,0.001276569,0.028877592,"XM_002439047.2~Sobic.009G001500.1~photosynthetic NDH subunit of lumenal location 5, chloroplastic (LOC8065277), mRNA",XM_002439047.2,"photosynthetic NDH subunit of lumenal location 5, chloroplastic (LOC8065277), mRNA",0.7,UP
17.69902816,2.337836639,0.663378357,3.524137641,0.000424863,0.011718328,"XM_002441444.2~Sobic.009G225600.1~photosynthetic NDH subunit of subcomplex B 3, chloroplastic (LOC8074566), mRNA",XM_002441444.2,"photosynthetic NDH subunit of subcomplex B 3, chloroplastic (LOC8074566), mRNA",0.7,UP
9.820179113,3.818451455,1.044300105,3.656469474,0.000255713,0.007762077,"XM_002454246.2~Sobic.004G239100.1~photosynthetic NDH subunit of subcomplex B 4, chloroplastic (LOC8068583), mRNA",XM_002454246.2,"photosynthetic NDH subunit of subcomplex B 4, chloroplastic (LOC8068583), mRNA",0.7,UP
51.73534864,1.726415924,0.484057835,3.566548868,0.000361713,0.010110924,"XM_002456845.2~Sobic.003G412900.2~photosynthetic NDH subunit of subcomplex B 5, chloroplastic (LOC8081302), mRNA",XM_002456845.2,"photosynthetic NDH subunit of subcomplex B 5, chloroplastic (LOC8081302), mRNA",0.7,UP
394.0150759,4.87254194,0.38256145,12.73662554,3.70E-37,7.68E-34,"XM_021452840.1~Sobic.002G352100.1~photosystem I chlorophyll a/b-binding protein 2, chloroplastic (LOC110432431), mRNA",XM_021452840.1,"photosystem I chlorophyll a/b-binding protein 2, chloroplastic (LOC110432431), mRNA",0.7,UP
20.8368241,4.346347617,0.77858705,5.582352823,2.37E-08,2.36E-06,"XM_002454553.2~Sobic.004G308700.1~photosystem I chlorophyll a/b-binding protein 5, chloroplastic (LOC8075198), mRNA",XM_002454553.2,"photosystem I chlorophyll a/b-binding protein 5, chloroplastic (LOC8075198), mRNA",0.7,UP
320.1341515,2.639249299,0.235109377,11.2256233,3.05E-29,3.17E-26,"XM_021451001.1~Sobic.001G046900.1~photosystem I reaction center subunit II, chloroplastic-like (LOC110431678), mRNA",XM_021451001.1,"photosystem I reaction center subunit II, chloroplastic-like (LOC110431678), mRNA",0.7,UP
320.9224572,2.860159068,0.326104094,8.770693539,1.78E-18,6.41E-16,"XM_002463753.2~Sobic.001G070500.1~photosystem I reaction center subunit III, chloroplastic (LOC8084161), mRNA",XM_002463753.2,"photosystem I reaction center subunit III, chloroplastic (LOC8084161), mRNA",0.7,UP
377.6421385,3.399534773,0.292739833,11.61281929,3.55E-31,4.53E-28,"XM_021454974.1~Sobic.002G119500.3~photosystem I reaction center subunit IV, chloroplastic-like (LOC110433187), mRNA",XM_021454974.1,"photosystem I reaction center subunit IV, chloroplastic-like (LOC110433187), mRNA",0.7,UP
491.6867562,3.46631834,0.337527094,10.26974842,9.65E-25,5.00E-22,"XM_021466168.1~Sobic.008G063500.1~photosystem I reaction center subunit N, chloroplastic (LOC110437651), mRNA",XM_021466168.1,"photosystem I reaction center subunit N, chloroplastic (LOC110437651), mRNA",0.7,UP
101.4046349,5.155554216,0.504012437,10.22902183,1.47E-24,7.40E-22,"XM_002459302.2~Sobic.002G033900.1~photosystem I reaction center subunit psaK, chloroplastic (LOC8079929), mRNA",XM_002459302.2,"photosystem I reaction center subunit psaK, chloroplastic (LOC8079929), mRNA",0.7,UP
158.1001638,4.741242759,0.405516028,11.69187513,1.40E-31,1.94E-28,"XM_002460382.2~Sobic.002G242000.1~photosystem I reaction center subunit V, chloroplastic (LOC8055848), mRNA",XM_002460382.2,"photosystem I reaction center subunit V, chloroplastic (LOC8055848), mRNA",0.7,UP
165.3124014,3.712696044,0.332922017,11.15184894,7.01E-29,6.13E-26,"XM_002440192.2~Sobic.009G229700.1~photosystem I reaction center subunit VI, chloroplastic (LOC8063584), mRNA",XM_002440192.2,"photosystem I reaction center subunit VI, chloroplastic (LOC8063584), mRNA",0.7,UP
210.8726479,4.935700099,0.409322947,12.05820521,1.76E-33,2.92E-30,"XM_002457227.2~Sobic.003G052500.1~photosystem I reaction center subunit XI, chloroplastic (LOC8078487), mRNA",XM_002457227.2,"photosystem I reaction center subunit XI, chloroplastic (LOC8078487), mRNA",0.7,UP
416.5136436,2.890309848,0.364626833,7.926761251,2.25E-15,6.22E-13,"XM_002446392.2~Sobic.006G073500.1~photosystem I subunit O (LOC8075293), mRNA",XM_002446392.2,"photosystem I subunit O (LOC8075293), mRNA",0.7,UP
81.82219643,7.380285253,0.988412776,7.466804793,8.22E-14,1.92E-11,"XM_002456659.2~Sobic.003G370000.1~photosystem II 22 kDa protein, chloroplastic (LOC8062389), mRNA",XM_002456659.2,"photosystem II 22 kDa protein, chloroplastic (LOC8062389), mRNA",0.7,UP
91.92656336,3.04593408,0.392295174,7.764393459,8.20E-15,2.10E-12,"XM_002452306.2~Sobic.004G193400.1~photosystem II 5 kDa protein, chloroplastic (LOC8070565), mRNA",XM_002452306.2,"photosystem II 5 kDa protein, chloroplastic (LOC8070565), mRNA",0.7,UP
55.96255599,1.673979306,0.331863548,5.044179504,4.55E-07,3.47E-05,"XM_002444922.2~Sobic.007G023300.1~photosystem II core complex proteins psbY, chloroplastic (LOC8074044), mRNA",XM_002444922.2,"photosystem II core complex proteins psbY, chloroplastic (LOC8074044), mRNA",0.7,UP
52.44524152,2.588012772,0.354747523,7.295365297,2.98E-13,6.35E-11,"XM_002456866.2~Sobic.003G419900.1~photosystem II reaction center PSB28 protein, chloroplastic (LOC8081314), mRNA",XM_002456866.2,"photosystem II reaction center PSB28 protein, chloroplastic (LOC8081314), mRNA",0.7,UP
299.9131201,2.796320983,0.272086946,10.27730665,8.92E-25,4.78E-22,"XM_002458533.2~Sobic.003G313000.1~photosystem II reaction center W protein, chloroplastic (LOC8072144), mRNA",XM_002458533.2,"photosystem II reaction center W protein, chloroplastic (LOC8072144), mRNA",0.7,UP
17.3985348,2.984686687,0.671541228,4.444532313,8.81E-06,0.000445895,"XM_002467868.2~Sobic.001G382100.1~photosystem II repair protein PSB27-H1, chloroplastic (LOC8082345), mRNA",XM_002467868.2,"photosystem II repair protein PSB27-H1, chloroplastic (LOC8082345), mRNA",0.7,UP
52.09997565,5.104330156,0.773495898,6.599039725,4.14E-11,6.80E-09,"XM_021451563.1~Sobic.001G283100.2~plastidal glycolate/glycerate translocator 1, chloroplastic-like (LOC110431860), transcript variant X2, mRNA",XM_021451563.1,"plastidal glycolate/glycerate translocator 1, chloroplastic-like (LOC110431860), transcript variant X2, mRNA",0.7,UP
31.08724243,1.533192027,0.381235141,4.021644026,5.78E-05,0.002171043,"XM_002466192.2~Sobic.001G044800.1~probable galactinol--sucrose galactosyltransferase 2 (LOC8057100), mRNA",XM_002466192.2,"probable galactinol--sucrose galactosyltransferase 2 (LOC8057100), mRNA",0.7,UP
122.6585867,1.101599186,0.248539767,4.432285429,9.32E-06,0.000467718,"XM_002463733.2~Sobic.001G065800.1~probable glutathione S-transferase GSTU1 (LOC8083917), mRNA",XM_002463733.2,"probable glutathione S-transferase GSTU1 (LOC8083917), mRNA",0.7,UP
50.08472981,1.254859027,0.380720695,3.296009495,0.000980687,0.023429248,"XM_002467553.2~Sobic.001G317000.1~probable glutathione S-transferase GSTU6 (LOC8062880), mRNA",XM_002467553.2,"probable glutathione S-transferase GSTU6 (LOC8062880), mRNA",0.7,UP
24.13625882,2.60233224,0.641977261,4.053620582,5.04E-05,0.001951879,"XM_002439294.2~Sobic.009G054900.1~probable GTP diphosphokinase CRSH1, chloroplastic (LOC8080920), mRNA",XM_002439294.2,"probable GTP diphosphokinase CRSH1, chloroplastic (LOC8080920), mRNA",0.7,UP
90.56051253,0.944910281,0.28046978,3.369027074,0.00075434,0.018834683,"XM_002460525.2~Sobic.002G275900.1~probable inactive purple acid phosphatase 29 (LOC8063306), mRNA",XM_002460525.2,"probable inactive purple acid phosphatase 29 (LOC8063306), mRNA",0.7,UP
24.44485711,2.327508333,0.539566944,4.313659981,1.61E-05,0.000734482,"XM_002442300.2~Sobic.008G134800.1~probable inactive shikimate kinase like 1, chloroplastic (LOC8068868), transcript variant X1, mRNA",XM_002442300.2,"probable inactive shikimate kinase like 1, chloroplastic (LOC8068868), transcript variant X1, mRNA",0.7,UP
19.20436942,2.47606113,0.621377025,3.984796716,6.75E-05,0.002482005,"XM_021460443.1~Sobic.004G175500.4~probable L-ascorbate peroxidase 8, chloroplastic (LOC8064261), transcript variant X3, mRNA",XM_021460443.1,"probable L-ascorbate peroxidase 8, chloroplastic (LOC8064261), transcript variant X3, mRNA",0.7,UP
164.3761511,1.541728308,0.45193805,3.411370892,0.000646371,0.016717048,"XM_021461265.1~Sobic.005G182400.1~probable LRR receptor-like serine/threonine-protein kinase At5g10290 (LOC8066710), mRNA",XM_021461265.1,"probable LRR receptor-like serine/threonine-protein kinase At5g10290 (LOC8066710), mRNA",0.7,UP
62.03345136,0.866628593,0.26549015,3.264258923,0.001097508,0.025666234,"XM_002452447.2~Sobic.004G224000.2~probable metal-nicotianamine transporter YSL14 (LOC8066186), mRNA",XM_002452447.2,"probable metal-nicotianamine transporter YSL14 (LOC8066186), mRNA",0.7,UP
51.81720732,1.298977583,0.296103272,4.386907223,1.15E-05,0.000553341,"XM_002468157.2~Sobic.001G443100.1~probable NAD(P)H-dependent oxidoreductase 1 (LOC8056832), mRNA",XM_002468157.2,"probable NAD(P)H-dependent oxidoreductase 1 (LOC8056832), mRNA",0.7,UP
304.6520874,1.460676638,0.217582185,6.713217998,1.90E-11,3.26E-09,"XM_002467664.2~Sobic.001G342600.1~probable nucleoredoxin 1-1 (LOC8080431), mRNA",XM_002467664.2,"probable nucleoredoxin 1-1 (LOC8080431), mRNA",0.7,UP
10.95521082,2.35633486,0.662260029,3.55802065,0.00037366,0.010409815,"XM_021458098.1~Sobic.003G131800.1~probable peptide/nitrate transporter At3g43790 (LOC8074542), transcript variant X2, mRNA",XM_021458098.1,"probable peptide/nitrate transporter At3g43790 (LOC8074542), transcript variant X2, mRNA",0.7,UP
12.40460444,7.109801399,1.406523254,5.054876539,4.31E-07,3.30E-05,"XM_002438131.2~Sobic.010G104800.1~probable peroxygenase 4 (LOC8065741), mRNA",XM_002438131.2,"probable peroxygenase 4 (LOC8065741), mRNA",0.7,UP
49.32148152,1.384194332,0.343878135,4.025246714,5.69E-05,0.002157595,"XM_002438132.2~Sobic.010G104900.1~probable peroxygenase 4 (LOC8065742), mRNA",XM_002438132.2,"probable peroxygenase 4 (LOC8065742), mRNA",0.7,UP
78.25488339,1.930523497,0.302626224,6.379233993,1.78E-10,2.59E-08,"XM_002448444.2~Sobic.006G207800.1~probable plastid-lipid-associated protein 8, chloroplastic (LOC8072306), mRNA",XM_002448444.2,"probable plastid-lipid-associated protein 8, chloroplastic (LOC8072306), mRNA",0.7,UP
61.85109518,1.187890197,0.329390479,3.606328271,0.00031056,0.008967899,"XM_002457947.2~Sobic.003G185900.2~probable protein phosphatase 2C 5 (LOC8075001), transcript variant X2, mRNA",XM_002457947.2,"probable protein phosphatase 2C 5 (LOC8075001), transcript variant X2, mRNA",0.7,UP
31.89195404,1.431891337,0.371070649,3.858810554,0.00011394,0.003876769,"XM_002453647.2~Sobic.004G125800.1~probable tocopherol cyclase, chloroplastic (LOC8060379), transcript variant X2, mRNA",XM_002453647.2,"probable tocopherol cyclase, chloroplastic (LOC8060379), transcript variant X2, mRNA",0.7,UP
55.66316613,2.62136549,0.551543324,4.752782554,2.01E-06,0.00012477,"XM_002454384.2~Sobic.004G269800.1~probable tocopherol O-methyltransferase, chloroplastic (LOC8073167), mRNA",XM_002454384.2,"probable tocopherol O-methyltransferase, chloroplastic (LOC8073167), mRNA",0.7,UP
8.630777775,3.617783487,0.991571312,3.648535857,0.000263739,0.007933196,"XM_002436720.2~Sobic.010G096300.1~probable transcription factor GLK1 (LOC8057890), mRNA",XM_002436720.2,"probable transcription factor GLK1 (LOC8057890), mRNA",0.7,UP
39.18274766,1.860505668,0.387302036,4.803759069,1.56E-06,0.000102193,"XM_002450228.2~Sobic.005G036000.1~proline-rich protein 2 (LOC8069323), mRNA",XM_002450228.2,"proline-rich protein 2 (LOC8069323), mRNA",0.7,UP
8.14854098,6.503681603,1.394800948,4.662802684,3.12E-06,0.000179837,"XM_002463896.2~Sobic.001G104600.1~prostamide/prostaglandin F synthase (LOC8060536), mRNA",XM_002463896.2,"prostamide/prostaglandin F synthase (LOC8060536), mRNA",0.7,UP
29.14561222,2.202547026,0.45902422,4.798324209,1.60E-06,0.000104181,"XM_021448292.1~Sobic.009G237000.1~protease Do-like 1, chloroplastic (LOC8064691), mRNA",XM_021448292.1,"protease Do-like 1, chloroplastic (LOC8064691), mRNA",0.7,UP
40.67768549,1.061819692,0.320105836,3.317089457,0.000909605,0.022048291,"XM_002440829.2~Sobic.009G093100.1~protein ACTIVITY OF BC1 COMPLEX KINASE 3, chloroplastic (LOC8058336), mRNA",XM_002440829.2,"protein ACTIVITY OF BC1 COMPLEX KINASE 3, chloroplastic (LOC8058336), mRNA",0.7,UP
107.9086897,2.057839802,0.45093462,4.56349925,5.03E-06,0.000271447,"XM_002443845.2~Sobic.007G047400.1~protein CCA1 (LOC8080836), transcript variant X20, mRNA",XM_002443845.2,"protein CCA1 (LOC8080836), transcript variant X20, mRNA",0.7,UP
76.75941768,3.988292974,0.487624868,8.179018823,2.86E-16,9.14E-14,"XM_021452337.1~Sobic.002G297300.1~protein CURVATURE THYLAKOID 1B, chloroplastic (LOC8077266), mRNA",XM_021452337.1,"protein CURVATURE THYLAKOID 1B, chloroplastic (LOC8077266), mRNA",0.7,UP
11.95374002,2.222174847,0.697442014,3.186178639,0.001441656,0.031907879,"XM_021459249.1~Sobic.004G305800.3~protein CURVATURE THYLAKOID 1D, chloroplastic-like (LOC110434674), mRNA",XM_021459249.1,"protein CURVATURE THYLAKOID 1D, chloroplastic-like (LOC110434674), mRNA",0.7,UP
9.164367746,5.685073717,1.377582661,4.126847615,3.68E-05,0.001500357,"XM_002464278.2~Sobic.001G185800.1~protein DETOXIFICATION 40 (LOC8065646), mRNA",XM_002464278.2,"protein DETOXIFICATION 40 (LOC8065646), mRNA",0.7,UP
27.74876171,1.755032207,0.484683776,3.62098402,0.000293485,0.008624812,"XM_021459909.1~Sobic.004G204500.2~protein HHL1, chloroplastic (LOC110434917), transcript variant X1, mRNA",XM_021459909.1,"protein HHL1, chloroplastic (LOC110434917), transcript variant X1, mRNA",0.7,UP
